D 00:04:07.4776510 PowerTaskList.DebugPrintPower() -     CREATE_GAME
D 00:04:07.4837330 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=18
D 00:04:07.4837850 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4838360 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4838840 PowerTaskList.DebugPrintPower() -         tag=RARITY value=COMMON
D 00:04:07.4839240 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=16
D 00:04:07.4839670 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=16
D 00:04:07.4840360 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=19 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4840950 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4841410 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4841820 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=19
D 00:04:07.4842490 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Cat Form id=20 zone=SETASIDE zonePos=0 cardId=EX1_165a player=1] CardID=EX1_165a
D 00:04:07.4843050 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4843480 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4843930 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=20
D 00:04:07.4844440 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4844930 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4845440 PowerTaskList.DebugPrintPower() -         tag=RARITY value=COMMON
D 00:04:07.4845840 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=19
D 00:04:07.4846260 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=19
D 00:04:07.4846810 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Bear Form id=21 zone=SETASIDE zonePos=0 cardId=EX1_165b player=1] CardID=EX1_165b
D 00:04:07.4847370 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4847790 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4848240 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=21
D 00:04:07.4848800 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4849310 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4850210 PowerTaskList.DebugPrintPower() -         tag=RARITY value=COMMON
D 00:04:07.4850680 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=19
D 00:04:07.4851110 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=19
D 00:04:07.4851840 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=22 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4852770 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4853230 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4853670 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=22
D 00:04:07.4854330 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Living Roots id=23 zone=SETASIDE zonePos=0 cardId=AT_037a player=1] CardID=AT_037a
D 00:04:07.4854950 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4855410 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4856210 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=23
D 00:04:07.4856750 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4857160 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=22
D 00:04:07.4857620 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=22
D 00:04:07.4858230 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Living Roots id=24 zone=SETASIDE zonePos=0 cardId=AT_037b player=1] CardID=AT_037b
D 00:04:07.4858820 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4859260 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4859700 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=24
D 00:04:07.4860310 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4860730 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=22
D 00:04:07.4861210 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=22
D 00:04:07.4861920 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=25 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4862500 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4862960 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4863440 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=25
D 00:04:07.4864040 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Leader of the Pack id=26 zone=SETASIDE zonePos=0 cardId=EX1_160b player=1] CardID=EX1_160b
D 00:04:07.4864610 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4865050 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4865470 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=26
D 00:04:07.4866000 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4866540 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4866950 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=25
D 00:04:07.4867370 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=25
D 00:04:07.4868020 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Summon a Panther id=27 zone=SETASIDE zonePos=0 cardId=EX1_160a player=1] CardID=EX1_160a
D 00:04:07.4868560 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4868970 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4869400 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=27
D 00:04:07.4869890 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4870400 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4870790 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=25
D 00:04:07.4871240 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=25
D 00:04:07.4871900 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=28 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4872450 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4872860 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4873280 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=28
D 00:04:07.4874240 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=29 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4874820 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4875240 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4875660 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=29
D 00:04:07.4876470 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Nourish id=30 zone=SETASIDE zonePos=0 cardId=EX1_164a player=1] CardID=EX1_164a
D 00:04:07.4877030 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4877480 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4877930 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=30
D 00:04:07.4878440 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4878940 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4879370 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=29
D 00:04:07.4879810 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=29
D 00:04:07.4880440 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Nourish id=31 zone=SETASIDE zonePos=0 cardId=EX1_164b player=1] CardID=EX1_164b
D 00:04:07.4880990 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4881440 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4881880 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=31
D 00:04:07.4882430 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4882930 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4883320 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=29
D 00:04:07.4883730 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=29
D 00:04:07.4884500 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=32 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4885030 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4885440 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4885860 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=32
D 00:04:07.4886490 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=33 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4887050 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4887530 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4888000 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=33
D 00:04:07.4888650 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=34 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4889680 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4890650 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4891130 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=34
D 00:04:07.4891830 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Nourish id=35 zone=SETASIDE zonePos=0 cardId=EX1_164a player=1] CardID=EX1_164a
D 00:04:07.4892420 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4892840 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4893250 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=35
D 00:04:07.4893760 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4894280 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4894700 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=34
D 00:04:07.4895150 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=34
D 00:04:07.4895720 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Nourish id=36 zone=SETASIDE zonePos=0 cardId=EX1_164b player=1] CardID=EX1_164b
D 00:04:07.4896850 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4897290 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4897980 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=36
D 00:04:07.4898490 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4899000 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4899380 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=34
D 00:04:07.4899840 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=34
D 00:04:07.4900510 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=37 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4901070 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4901490 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4901910 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=37
D 00:04:07.4902600 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=38 zone=DECK zonePos=0 cardId= player=1] CardID=
D 00:04:07.4903120 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 00:04:07.4903540 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4904000 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=38
D 00:04:07.4904610 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Wrath id=39 zone=SETASIDE zonePos=0 cardId=EX1_154a player=1] CardID=EX1_154a
D 00:04:07.4905070 PowerTaskList.DebugPrintPower() -         tag=PREMIUM value=1
D 00:04:07.4905590 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4906030 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4906450 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=39
D 00:04:07.4906990 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4907480 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4907870 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=38
D 00:04:07.4908280 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=38
D 00:04:07.4908890 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=Wrath id=40 zone=SETASIDE zonePos=0 cardId=EX1_154b player=1] CardID=EX1_154b
D 00:04:07.4909340 PowerTaskList.DebugPrintPower() -         tag=PREMIUM value=1
D 00:04:07.4909850 PowerTaskList.DebugPrintPower() -         tag=ZONE value=SETASIDE
D 00:04:07.4910270 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 00:04:07.4910710 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=40
D 00:04:07.4911200 PowerTaskList.DebugPrintPower() -         tag=FACTION value=NEUTRAL
D 00:04:07.4911700 PowerTaskList.DebugPrintPower() -         tag=CARDTYPE value=SPELL
D 00:04:07.4912090 PowerTaskList.DebugPrintPower() -         tag=CREATOR value=38
D 00:04:07.4912510 PowerTaskList.DebugPrintPower() -         tag=PARENT_CARD value=38
D 00:04:07.4913200 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=41 zone=DECK zonePos=0 cardId= player=1] CardID=
